sentence_id,sentence,bucket,list_number
694.0,I agreed with the campaign against invalid voting,>5.25,5
591.0,You can love something without it being yours.,4.25-5.25,5
230.0,Are you going to the race on Saturday?,2.25-3.25,5
318.0,I was supposed to send this to you.,2.25-3.25,5
297.0,How many times did you try calling her?,2.25-3.25,5
304.0,We must move before the sun comes up.,2.25-3.25,5
382.0,I feel a new sun on my skin,3.25-4.25,5
268.0,The wind is blowing in the wrong direction.,2.25-3.25,5
716.0,I remember now each letter represented a number.,>5.25,5
758.0,The pollen genetically altered to carry a virus.,>5.25,5
570.0,The windows they faced were dark and shut.,4.25-5.25,5
132.0,That's just what I was going to say.,<2.25,5
509.0,"I blinked rapidly, struggling to pull myself together.",4.25-5.25,5
585.0,I did get a lot accomplished this week.,4.25-5.25,5
573.0,The dining area can easily accommodate ninety people.,4.25-5.25,5
140.0,I've never been able to figure it out.,<2.25,5
356.0,It had been snowing nonstop for a week.,3.25-4.25,5
366.0,"It was, she decided, quite a nice feeling.",3.25-4.25,5
749.0,Edward answered but Barbara came to the phone.,>5.25,5
700.0,Where was this girl getting her fashion tips?,>5.25,5
727.0,The suits upstairs are laying people off anyway.,>5.25,5
431.0,There was nothing he found off about them.,3.25-4.25,5
170.0,It was going to be a fun night.,2.25-3.25,5
489.0,Their mood was dejected at the impending parting.,4.25-5.25,5
53.0,She opened her eyes and looked at me.,<2.25,5
595.0,She had noticed the eerie quiet as well.,4.25-5.25,5
36.0,I think I'm going to go to bed.,<2.25,5
516.0,A few teeth showed in the creature's mouth.,4.25-5.25,5
633.0,Women had come into the corridor behind them.,4.25-5.25,5
711.0,Martin knew any real answers lay much deeper.,>5.25,5
89.0,This is a good place to meet you.,<2.25,5
710.0,Area residents donated basement space for sorting eyeglasses.,>5.25,5
678.0,My lungs felt dusty from all the books.,>5.25,5
762.0,"And now, Logan had stirred the pot again.",>5.25,5
564.0,She so looked forward to her new career.,4.25-5.25,5
738.0,But her remaining pack items were all gone.,>5.25,5
364.0,Melissa and her friends immediately began to disperse.,3.25-4.25,5
270.0,He had no desire to work for him.,2.25-3.25,5
207.0,It made her feel like she was home.,2.25-3.25,5
514.0,When will you bring her the color television?,4.25-5.25,5
162.0,Tomorrow was going to be a long day.,2.25-3.25,5
218.0,The couple had a daughter and a son.,2.25-3.25,5
168.0,I'm just trying to find the right words.,2.25-3.25,5
37.0,That's the funniest thing I have ever seen.,<2.25,5
795.0,Something ancient stirred far off in the forest.,>5.25,5
626.0,"When juvenile, it is bright yellow in color.",4.25-5.25,5
322.0,He picks up my hand and inspects it.,3.25-4.25,5
34.0,"Soon, there was a knock at the door.",<2.25,5
5.0,Is there anything I can do for you?,<2.25,5
656.0,Now it runs without any rake sharing arrangement.,>5.25,5
259.0,You have to be experienced to do this.,2.25-3.25,5
771.0,Reactions worked totally off of his trained instincts.,>5.25,5
497.0,"He shifted uneasily, then settled into thoughtful silence.",4.25-5.25,5
363.0,Freedom is the greatest prize of them all.,3.25-4.25,5
157.0,There's no need to hide anything from us.,<2.25,5
683.0,The air traffic control center functions without these.,>5.25,5
330.0,He got up and headed toward the kitchen.,3.25-4.25,5
739.0,But free baked goods would soak it up!,>5.25,5
644.0,The sound of the loud television startles me.,>5.25,5
357.0,He put the receiver down and sat up.,3.25-4.25,5
565.0,I made choices without knowing I did it.,4.25-5.25,5
594.0,She watched his eyes narrow as he listened.,4.25-5.25,5
707.0,I trusted they could rescue my lost self.,>5.25,5
776.0,"Inside, the folk were gathered wondering and praying.",>5.25,5
768.0,Her locked gaze remained in place this time.,>5.25,5
613.0,It probably was hard getting into our company.,4.25-5.25,5
7.0,What are you going to do about it?,<2.25,5
436.0,He keeps his word and they keep theirs.,3.25-4.25,5
96.0,How did you know where to find me?,<2.25,5
494.0,Licensing and registration procedures are opaque and politicized.,4.25-5.25,5
255.0,That's what this experiment has all been about.,2.25-3.25,5
753.0,"Imagining them in my newly dark hair, perhaps?",>5.25,5
200.0,I wasn't sure how to react to that.,2.25-3.25,5
320.0,Am I supposed to learn something from this?,2.25-3.25,5
163.0,It wasn't the first time he'd heard it.,2.25-3.25,5
158.0,"In any case, we're going to find out.",<2.25,5
524.0,She threw the whole amount into that fund.,4.25-5.25,5
223.0,His eyes were like saucers in the darkness.,2.25-3.25,5
697.0,She shoved her paper over at the boy.,>5.25,5
373.0,The other side was in a similar situation.,3.25-4.25,5
561.0,You alone have stood up to their guards.,4.25-5.25,5
291.0,That's why we hired you to confirm it.,2.25-3.25,5
604.0,"Jake blushed, his face looked like a carrot.",4.25-5.25,5
315.0,I don't see how it can be avoided.,2.25-3.25,5
642.0,It stems from a primal attraction for shelter.,>5.25,5
729.0,Making what we all believe look like dirt,>5.25,5
147.0,Why do you stare at me like that?,<2.25,5
384.0,The launch was delayed by a few months.,3.25-4.25,5
467.0,She had to admit it was rather nice.,3.25-4.25,5
90.0,"Even if I did, you'd never believe it.",<2.25,5
517.0,No way somebody found this place on purpose.,4.25-5.25,5
533.0,"Producing another two, he gave them to her.",4.25-5.25,5
133.0,Are you going to be able to sleep?,<2.25,5
590.0,Alfred recognized the tuxedo and bouncy blond hair.,4.25-5.25,5
166.0,I'd love to hear about what you're doing.,2.25-3.25,5
52.0,He asked me to have lunch with him.,<2.25,5
452.0,Everything was running as usual in her head.,3.25-4.25,5
779.0,Something lead singers in rock bands wouldn't get.,>5.25,5
631.0,How long would Rogers let it go on?,4.25-5.25,5
59.0,I really haven't made up my mind yet.,<2.25,5
